age,tenure_years,num_policies,annual_premium,num_claims,claim_amount,policy_type,region,complaint_count,contacted_support,premium_increase_pct,satisfaction_score,years_since_last_claim,digital_engagement,churn
24,8,1,1418,0,0,Health,East,1,0,27.73,1,6,1,1
27,1,2,4715,2,2320,Health,South,1,0,27.55,5,9,0,1
26,5,2,1081,0,0,Home,North,0,0,21.59,3,7,1,0
26,6,4,4381,0,0,Health,West,2,0,1.44,4,8,1,0
68,3,2,2186,1,2454,Auto,East,0,1,26.17,3,7,1,1
44,15,1,4409,1,2087,Auto,East,0,0,19.73,2,4,1,0
30,5,4,2499,0,0,Life,West,1,0,9.31,2,0,1,0
56,14,1,3211,0,0,Life,North,1,0,5.62,3,0,0,0
41,18,1,900,0,0,Health,South,0,0,3.49,4,7,1,0
63,16,2,4148,0,0,Auto,South,1,1,1.51,5,6,1,0
56,6,1,3128,0,0,Home,South,0,1,22.62,4,4,0,0
39,14,2,2156,0,0,Health,South,1,0,7.08,3,9,0,0
38,8,1,1120,0,0,Home,West,1,0,0.73,1,2,1,0
45,7,2,746,0,0,Health,North,0,1,11.92,5,8,1,0
24,8,1,3839,1,505,Auto,North,0,1,14.48,1,3,0,1
53,13,3,3510,2,4012,Health,East,1,0,5.08,5,5,1,0
56,6,3,2868,1,2136,Life,East,1,1,1.32,3,3,1,0
59,18,1,4494,3,6075,Life,North,0,1,5.67,2,8,1,0
34,2,1,2339,0,0,Life,East,0,1,20.37,3,3,1,0
68,8,1,3403,0,0,Health,North,3,1,2.47,5,7,1,1
46,11,1,4895,1,2892,Auto,West,0,1,16.65,3,2,1,0
30,1,3,4998,0,0,Life,West,0,0,4.39,3,7,1,0
25,6,2,4191,1,1611,Auto,South,0,1,5.87,2,2,0,0
35,16,1,4341,0,0,Life,North,0,1,11.79,4,4,1,0
58,12,1,4848,2,1628,Auto,West,2,1,3.02,1,0,1,1
55,11,1,1892,1,1204,Auto,North,1,1,5.2,4,5,1,0
32,10,2,4250,3,6963,Auto,East,0,0,10.47,5,1,0,0
62,3,1,4755,0,0,Health,North,1,0,9.89,5,2,0,0
24,13,4,3508,0,0,Life,South,1,0,22.48,2,0,1,0
49,3,3,4800,1,1255,Auto,South,0,1,2.24,4,5,1,0
50,15,1,3838,1,2586,Life,West,0,0,25.81,1,4,0,0
30,16,2,4014,0,0,Life,East,1,0,24.49,4,9,0,0
24,13,4,1259,0,0,Life,East,0,0,22.98,5,1,1,0
46,17,2,3268,2,3476,Auto,North,0,1,9.28,3,7,1,0
55,3,1,3588,0,0,Auto,East,0,1,24.69,5,8,1,0
33,11,1,2615,1,871,Auto,South,3,1,5.48,5,2,1,1
63,19,3,4728,1,770,Health,West,0,1,3.73,3,5,0,0
30,11,2,2223,1,963,Life,West,3,0,1.35,4,5,1,0
36,16,2,3466,3,4326,Home,West,0,1,28.18,1,9,1,1
61,3,3,929,0,0,Health,East,1,0,9.24,3,5,1,0
46,6,3,2855,1,2836,Health,East,0,0,27.53,2,7,0,1
26,14,4,2959,1,966,Health,South,0,1,8.18,5,4,0,0
32,18,1,4692,0,0,Life,North,0,1,27.23,3,9,1,0
55,17,2,2218,0,0,Life,North,0,1,27.12,4,9,1,0
45,4,2,1765,1,1874,Health,West,1,0,27.71,4,7,1,0
36,15,3,1808,1,2325,Life,West,1,0,14.88,4,2,1,0
59,11,2,1550,0,0,Life,East,0,0,25.98,4,6,0,0
29,3,1,3973,1,1691,Home,West,2,0,28.52,3,0,1,1
26,3,3,2749,1,1559,Health,South,0,0,9.74,4,3,1,0
69,16,2,3309,1,835,Health,South,0,0,12.57,3,4,1,0
47,5,1,3421,0,0,Auto,West,0,0,21.58,4,6,1,0
39,10,2,4541,1,2839,Home,West,0,1,9.01,1,5,0,0
27,19,1,2917,0,0,Life,West,1,1,22.61,3,5,1,0
58,4,1,1032,1,2812,Auto,West,0,1,2.22,5,1,1,0
69,19,1,1398,0,0,Health,West,0,1,15.7,3,1,1,0
34,11,2,3154,2,2994,Life,South,0,0,3.67,3,1,1,0
49,2,2,1969,0,0,Life,North,0,1,8.8,2,9,1,0
26,10,2,3420,0,0,Health,South,0,0,7.76,2,7,1,0
34,11,2,1752,1,1870,Auto,South,0,0,25.17,2,6,0,0
38,16,3,1269,0,0,Life,West,0,0,5.81,4,0,0,0
61,19,1,1333,1,1206,Health,North,1,0,24.25,5,8,1,0
66,11,1,2709,0,0,Auto,West,0,1,23.82,3,7,0,0
53,14,3,3924,1,2804,Health,South,0,0,14.97,3,8,0,0
50,2,1,1591,0,0,Home,North,0,1,7.02,4,3,1,0
24,5,4,1696,2,4052,Home,East,2,1,6.81,3,4,1,1
61,5,3,4414,2,2928,Health,West,0,0,13.95,5,4,0,0
55,19,2,2160,1,355,Home,East,3,0,0.26,3,8,0,0
61,12,4,760,2,1102,Life,East,3,1,15.94,3,7,0,1
48,18,1,2764,0,0,Life,East,1,0,28.58,3,9,1,0
34,4,1,1685,0,0,Health,East,0,0,4.64,4,5,0,0
66,17,2,2949,0,0,Auto,North,0,1,17.2,4,9,1,0
54,10,1,4033,0,0,Auto,West,0,1,28.85,2,9,1,1
27,6,4,4870,0,0,Health,North,2,1,25.82,2,0,0,1
45,14,1,4801,1,953,Life,West,1,0,25.51,5,6,0,0
40,11,2,3844,2,684,Life,West,3,0,24.66,5,8,1,1
37,11,2,1366,1,2046,Home,West,1,0,9.27,1,3,0,0
61,18,2,592,0,0,Home,North,0,0,26.72,5,3,1,0
49,18,1,3678,1,2759,Auto,South,0,0,28.24,4,4,1,0
54,11,1,1851,3,8760,Auto,East,0,0,14.87,3,7,0,0
69,12,3,864,1,261,Health,South,0,1,10.64,1,4,0,0
62,5,1,4218,0,0,Life,South,1,1,12.43,4,3,1,0
34,9,3,2424,1,1646,Health,South,2,1,10.03,2,7,0,1
64,9,2,3595,0,0,Auto,East,0,1,6.37,4,4,0,0
66,10,3,3038,0,0,Health,South,2,0,18.55,1,7,0,1
46,19,2,1796,1,2278,Life,East,2,0,16.88,4,0,1,0
63,1,1,2776,1,1392,Home,East,0,1,13.88,1,2,1,1
57,7,2,502,0,0,Auto,East,0,1,2.88,2,6,0,0
48,4,3,3992,0,0,Life,West,1,0,23.91,3,0,1,0
59,1,2,2253,0,0,Auto,West,0,0,5.25,2,4,0,0
28,15,4,1410,1,533,Home,South,0,1,3.44,3,5,1,0
26,8,2,806,0,0,Life,West,0,0,18.69,3,0,0,0
64,12,1,4731,1,2688,Health,East,3,0,11.96,5,6,0,1
66,18,1,4515,0,0,Health,West,0,0,1.79,4,8,1,0
52,15,4,1938,0,0,Health,East,1,1,10.67,4,8,0,0
44,17,1,1372,2,3990,Auto,North,1,0,23.15,2,2,0,1
63,14,3,1641,1,2807,Health,West,1,1,18.46,3,3,1,0
31,14,3,1165,0,0,Life,South,0,0,10.88,2,0,1,0
53,18,1,708,2,3246,Life,North,1,0,5.75,4,3,1,0
64,18,1,1451,1,1227,Life,North,0,1,18.95,3,4,1,0
51,16,2,1557,0,0,Health,West,0,0,26.63,4,6,1,0
60,1,1,4508,0,0,Auto,West,3,0,19.39,3,4,0,1
52,11,3,2368,0,0,Life,South,0,0,24.39,5,7,0,0
39,15,2,1271,1,669,Auto,North,1,1,15.65,2,6,0,1
57,12,2,4530,0,0,Auto,East,0,0,21.54,1,0,0,0
23,8,3,1021,4,8348,Life,West,0,0,26.89,4,1,1,0
35,6,1,3855,3,5169,Auto,North,3,1,23.2,5,6,0,1
34,3,2,1900,0,0,Auto,North,1,0,27.3,4,2,1,1
50,13,1,4238,1,893,Health,East,0,0,12.93,1,1,0,0
33,13,1,4843,0,0,Health,North,3,1,27.13,3,8,0,1
60,2,2,4223,0,0,Auto,West,1,0,18.65,5,9,1,0
23,5,3,3747,1,380,Home,East,0,0,26.1,1,7,0,1
53,17,1,2358,1,1420,Health,West,1,1,1.18,2,7,0,0
34,6,2,4564,1,246,Health,South,0,1,19.74,5,2,1,0
67,2,2,2898,2,1666,Health,North,0,0,25.44,5,9,1,0
48,4,1,642,0,0,Life,West,0,0,5.23,4,8,1,0
62,11,1,3351,3,5664,Health,West,0,1,19.85,5,7,1,0
38,8,4,3969,1,1763,Health,South,0,0,24.75,1,1,1,0
61,12,2,4195,2,3300,Life,North,2,0,8.64,3,6,0,0
52,8,2,1217,2,1576,Health,West,1,0,12.16,4,7,0,0
55,11,2,1142,0,0,Life,East,0,1,17.09,4,6,1,0
45,8,1,3940,0,0,Health,West,2,0,15.58,4,8,0,1
66,8,2,3048,1,2521,Life,West,0,1,1.18,5,6,0,0
56,17,2,4193,0,0,Life,West,1,1,2.96,3,6,0,0
69,16,2,869,1,1039,Auto,West,0,0,3.01,1,0,0,0
27,14,1,4150,1,1613,Home,North,2,0,7.87,3,1,1,0
40,11,1,1286,0,0,Life,West,2,1,7.38,4,4,0,1
51,7,1,1449,2,1864,Health,South,1,0,22.27,2,0,0,1
28,16,4,1021,1,2608,Life,West,2,0,17.18,5,9,1,0
31,13,2,3443,0,0,Health,East,0,1,22.92,2,6,1,0
62,15,2,854,0,0,Health,East,2,0,2.1,1,4,1,0
53,16,1,2835,0,0,Life,West,0,0,14.56,3,4,1,0
55,9,1,1982,1,1654,Auto,West,0,0,9.71,4,7,1,0
49,3,2,2147,0,0,Life,South,1,0,25.5,3,8,1,1
36,19,2,3545,1,2202,Life,South,1,0,21.23,4,9,0,0
51,5,2,2715,0,0,Auto,North,0,1,26.08,3,0,0,1
58,10,1,927,1,2088,Auto,North,0,1,1.39,2,9,1,0
50,17,2,3037,2,762,Health,East,0,0,21.62,1,3,0,0
43,15,1,1044,1,2933,Health,West,0,0,16.2,4,1,0,0
25,8,1,3264,2,5856,Health,West,0,0,24.75,3,8,0,0
41,15,2,4265,1,2495,Health,South,0,0,15.21,5,8,0,0
53,14,1,1158,0,0,Health,South,0,0,16.21,3,0,0,0
57,7,1,3327,1,1520,Health,North,3,0,1.55,3,2,0,1
25,12,2,2558,0,0,Health,North,1,1,20.06,3,9,0,1
48,17,2,3827,0,0,Auto,East,0,0,8.19,2,7,0,0
38,17,3,1230,1,1525,Auto,South,3,0,0.59,4,1,0,0
33,10,2,2332,1,1699,Health,West,1,0,1.99,4,1,1,0
43,19,1,908,0,0,Health,South,0,0,28.72,4,1,1,0
38,14,1,4679,1,1575,Health,South,0,1,10.38,2,4,1,0
31,11,4,3747,1,1184,Health,South,0,0,26.04,3,8,1,0
22,2,2,633,0,0,Health,North,0,1,28.79,1,6,1,1
43,18,2,1166,0,0,Home,West,0,0,28.3,3,6,1,0
47,7,1,776,2,3240,Auto,West,0,1,26.45,3,1,0,1
39,12,2,3807,0,0,Home,North,0,1,26.85,5,1,1,0
35,2,1,1381,1,2990,Auto,North,1,0,8.67,4,4,1,0
68,18,2,2560,3,975,Home,West,0,0,4.54,4,6,0,0
50,6,4,2582,1,2820,Auto,East,1,1,19.18,3,6,1,1
33,10,4,1737,1,319,Home,South,0,0,14.64,2,8,1,0
57,15,2,2952,0,0,Life,West,3,1,2.96,3,2,0,1
56,5,2,658,0,0,Life,North,0,0,20.33,3,0,1,0
33,3,4,3096,0,0,Health,West,2,0,16.89,4,8,0,1
28,5,2,4315,0,0,Home,South,1,0,25.89,3,0,0,1
50,8,1,4874,2,5614,Health,West,1,1,18.28,5,7,0,1
32,8,2,3026,1,896,Life,North,1,0,17.22,5,4,1,0
54,8,1,610,1,2470,Health,East,0,0,13.22,3,7,1,0
27,12,2,1041,1,1715,Auto,North,3,0,13.88,4,6,1,1
68,8,2,1638,0,0,Health,East,0,0,28.63,4,8,1,0
36,11,2,3783,0,0,Auto,South,0,0,4.15,2,1,0,0
53,14,1,4110,1,1013,Home,North,0,0,13.39,5,8,0,0
32,8,1,4955,0,0,Home,West,0,1,19.67,2,9,1,0
44,10,2,4057,2,2422,Life,North,1,1,12.99,4,4,1,0
47,7,3,2919,1,2996,Health,North,2,0,8.5,3,4,1,0
55,17,2,2256,0,0,Health,South,0,0,8.62,3,0,0,0
67,4,1,3586,1,1218,Health,East,3,0,7.01,3,5,1,1
55,13,4,2806,1,2728,Life,East,0,1,10.32,5,9,0,0
50,4,4,1475,2,5642,Auto,West,0,0,26.15,2,9,0,1
25,5,1,1222,0,0,Health,North,0,0,15.16,1,9,1,0
38,4,1,3070,1,2244,Home,South,1,0,7.21,3,9,1,0
56,18,2,824,0,0,Home,East,0,1,11.54,1,2,0,0
34,6,3,2029,1,827,Life,West,0,1,3.17,4,9,1,0
62,2,4,2445,0,0,Home,East,0,0,27.12,4,2,1,0
60,11,3,4986,1,1188,Auto,West,0,0,12.25,5,2,0,0
36,14,2,2930,1,2666,Health,East,1,0,29.41,4,3,1,0
50,5,2,4611,0,0,Health,West,0,0,10.43,5,8,0,0
50,6,1,4010,1,2028,Health,East,0,0,25.09,4,7,1,0
32,10,1,1345,0,0,Health,East,0,1,7.69,5,5,1,0
53,8,2,1067,0,0,Auto,North,0,0,2.28,2,7,0,0
23,14,2,4188,0,0,Life,West,0,1,0.95,3,7,1,0
68,3,2,2679,1,1284,Auto,West,0,0,18.19,5,0,0,0
35,12,2,2519,1,2705,Life,North,1,1,9.35,4,8,0,0
41,16,1,3819,0,0,Life,North,0,0,13.31,5,0,1,0
43,17,2,2820,2,1078,Health,East,0,0,24.56,1,1,0,0
32,1,1,2146,1,2695,Health,East,0,1,7.44,5,8,0,0
48,10,2,4503,2,4118,Health,East,0,0,9.26,4,6,1,0
24,10,3,4409,0,0,Life,North,0,0,25.36,2,9,1,0
38,2,2,3920,0,0,Home,East,0,1,14.78,1,0,1,0
65,9,4,3031,0,0,Auto,North,0,0,24.83,3,2,1,0
49,13,1,856,1,276,Life,East,1,0,11.23,5,0,1,0
50,16,2,3581,0,0,Health,North,0,1,11.95,4,4,1,0
42,18,1,2780,1,2762,Health,West,1,1,5.01,5,3,0,0
68,19,2,4631,0,0,Life,South,0,1,27.49,3,7,1,0
37,12,3,2960,0,0,Auto,East,0,0,26.9,5,8,0,0
58,8,2,3287,0,0,Auto,East,1,1,29.53,3,3,1,1
41,17,3,4709,0,0,Auto,North,0,1,12.07,2,2,1,0
27,15,1,1697,2,1330,Life,West,0,1,24.56,2,3,1,0
40,10,3,1778,0,0,Home,West,1,1,12.45,5,2,1,0
26,15,1,965,1,2937,Health,East,1,0,13.63,3,5,1,0
24,15,3,4500,0,0,Home,North,3,0,24.9,2,0,1,1
22,7,1,3848,1,1508,Life,North,1,1,5.32,1,1,1,0
59,13,1,1987,0,0,Health,South,2,1,6.61,3,7,1,0
36,17,2,825,1,753,Health,West,0,0,9.44,5,2,0,0
55,9,4,2265,0,0,Life,South,0,1,23.65,3,3,1,0
56,8,1,4662,0,0,Auto,West,0,1,11.18,4,0,1,0
46,18,1,803,0,0,Auto,East,0,1,10.75,5,2,1,0
45,13,3,1940,1,1202,Life,East,0,1,29.96,3,0,1,0
33,16,1,648,0,0,Auto,North,1,1,11.51,5,9,0,0
39,9,1,3534,2,2038,Health,North,0,1,7.43,3,4,1,0
36,12,2,3131,0,0,Life,North,1,1,18.7,5,0,0,0
65,12,1,595,1,771,Home,West,0,0,24.06,1,8,1,0
37,6,4,3955,0,0,Home,North,0,0,2.09,4,6,1,0
48,19,3,4877,0,0,Life,East,0,0,18.57,4,7,0,0
29,7,2,2869,0,0,Health,South,0,0,1.07,2,8,1,0
67,3,4,3967,0,0,Health,East,0,0,15.79,3,9,1,0
46,16,2,1028,1,1833,Auto,East,1,1,7.71,3,7,1,0
38,18,1,2810,2,5546,Home,East,0,1,9.2,1,2,1,0
50,16,1,2163,0,0,Health,South,0,0,14.01,4,6,0,0
29,7,2,3864,1,667,Auto,East,1,1,27.81,5,6,0,1
36,4,1,2841,2,2786,Health,West,0,0,21.32,4,6,1,0
48,8,4,1192,0,0,Health,West,0,0,28.11,3,7,0,0
67,13,3,4830,0,0,Home,South,0,1,19.8,1,3,1,0
28,13,1,1451,1,2457,Health,West,0,0,0.21,2,5,1,0
24,17,2,1860,2,5006,Health,North,1,1,7.97,3,1,1,0
50,17,2,1038,1,1906,Auto,West,2,0,27.17,5,6,1,0
65,5,4,1319,1,272,Life,East,1,0,19.3,5,8,1,0
45,6,3,3662,1,346,Health,West,0,1,29.45,3,4,1,1
24,19,2,4425,1,516,Home,North,1,0,4.68,3,3,1,0
41,13,3,771,2,1610,Auto,North,0,1,8.9,4,1,0,0
67,14,2,1528,1,774,Auto,North,0,0,10.87,4,6,0,0
36,4,2,4165,0,0,Life,East,0,0,9.8,4,1,1,0
46,7,1,1742,0,0,Health,North,1,1,7.56,4,1,1,0
51,8,1,1641,1,511,Home,East,1,1,13.3,1,8,0,1
35,13,2,1092,1,964,Health,North,1,0,19.27,5,1,1,0
28,6,1,2105,0,0,Life,East,1,0,9.34,1,9,1,0
38,6,1,4710,0,0,Health,East,0,1,2.39,3,2,1,0
65,3,2,3877,0,0,Health,East,0,0,21.26,5,2,0,0
41,3,1,4571,1,2499,Life,West,1,0,13.77,3,1,0,1
57,13,2,4802,1,334,Home,North,1,1,16.69,1,9,1,1
30,2,2,4194,1,722,Home,East,1,0,13.66,2,2,0,1
59,16,4,2850,0,0,Health,North,0,0,26.71,4,8,1,0
69,6,2,4707,0,0,Auto,West,1,0,16.76,1,2,1,1
43,8,1,1940,2,5132,Home,South,0,1,27.7,3,4,0,1
23,8,2,4126,0,0,Auto,North,1,1,15.32,3,6,1,0
45,6,3,2382,0,0,Life,North,0,1,8.78,5,0,1,0
29,14,4,4211,0,0,Life,West,2,0,10.66,2,0,0,1
32,3,2,684,2,4480,Life,East,0,0,15.66,4,9,0,0
34,10,1,720,1,567,Life,North,1,0,15.9,3,1,1,0
38,3,4,3688,0,0,Health,South,0,0,20.62,4,0,1,0
29,12,1,1593,3,3576,Health,West,0,0,6.73,2,0,1,0
42,17,2,3445,1,795,Life,East,0,0,19.77,4,9,1,0
39,5,2,2974,2,4192,Life,North,1,1,23.36,4,3,1,1
51,9,1,3115,1,2948,Health,North,0,1,20.3,1,9,0,1
39,7,1,2512,0,0,Life,West,0,0,14.45,5,2,0,0
67,4,1,2990,1,2796,Auto,East,3,1,29.75,5,0,0,1
68,13,2,1100,1,2493,Life,East,1,1,12.14,1,2,1,0
52,13,4,1660,1,2530,Auto,West,0,0,3.2,4,0,0,0
59,10,1,4813,0,0,Home,North,0,0,24.65,4,2,1,0
53,18,3,3235,0,0,Auto,North,0,1,6.37,1,3,1,0
32,17,1,2718,3,7689,Auto,East,1,0,21.4,3,7,1,0
66,13,2,1652,1,2023,Home,East,1,0,5.37,5,2,0,0
46,17,1,556,1,2211,Life,South,1,0,0.51,4,2,1,0
54,4,4,1704,2,4398,Home,South,0,0,4.79,5,8,1,0
59,1,3,4841,0,0,Auto,South,1,1,11.31,4,8,1,0
62,1,2,643,1,2492,Auto,East,0,1,3.2,1,5,1,0
29,15,3,867,0,0,Health,East,0,0,5.93,1,9,0,0
32,13,2,1982,0,0,Health,East,1,1,22.94,4,3,0,0
43,17,4,1115,1,1948,Auto,North,0,1,23.1,4,9,1,0
45,8,2,4138,0,0,Auto,West,0,1,24.52,2,4,1,0
62,18,4,3828,0,0,Auto,East,1,0,25.23,4,8,0,0
38,13,2,3727,1,2861,Life,North,0,0,12.61,5,0,0,0
33,14,1,2088,0,0,Health,East,0,0,26.03,4,6,1,0
67,8,2,2989,0,0,Health,West,1,0,15.78,2,6,1,0
53,8,1,3503,4,1900,Life,East,2,0,14.12,3,9,0,1
36,15,2,1198,0,0,Life,North,1,0,21.56,5,0,1,0
37,13,2,3323,0,0,Life,East,0,0,6.41,5,0,1,0
43,7,2,1444,0,0,Health,East,0,0,23.68,3,8,1,0
49,5,1,4381,3,2406,Health,East,0,1,12.88,5,6,1,0
41,17,1,1422,2,1128,Life,South,1,0,3.82,2,3,1,0
54,16,2,2246,1,2173,Home,East,0,1,3.58,2,8,0,0
31,2,4,4620,0,0,Auto,North,2,1,4.95,2,4,1,1
61,18,1,3353,1,1558,Auto,North,0,0,26.72,1,2,1,0
53,17,2,2059,0,0,Life,North,0,0,29.73,5,1,1,0
54,7,2,1583,0,0,Auto,East,1,1,10.71,4,8,1,0
23,13,2,4038,3,2367,Health,West,1,0,8.76,3,3,0,0
54,18,1,933,0,0,Home,North,1,1,6.56,5,6,0,0
54,14,2,3426,0,0,Auto,South,2,1,24.71,5,0,1,1
62,18,1,1589,0,0,Health,West,3,0,6.28,2,8,0,1
34,13,4,3457,0,0,Home,North,2,0,27.72,4,8,0,1
51,11,1,3112,0,0,Life,East,1,0,20.02,4,9,1,0
54,16,1,4691,1,2394,Life,South,1,1,26.91,4,5,1,0
34,17,1,4259,1,869,Auto,North,1,1,16.62,4,5,1,0
47,8,1,4763,1,1637,Life,South,0,1,20.72,2,5,1,0
43,19,3,2589,1,864,Life,West,0,0,18.58,3,4,1,0
60,15,1,2402,2,2110,Auto,North,0,0,24.94,5,0,1,0
23,9,1,3067,0,0,Life,East,0,0,25.08,5,3,1,0
59,10,2,2498,2,2188,Auto,South,0,1,17.69,3,9,0,0
60,12,1,3614,2,4186,Home,North,0,0,18.98,1,0,1,0
47,1,1,3494,3,4158,Health,West,2,0,27.66,5,4,1,1
67,9,3,2510,2,4084,Life,West,1,1,27.9,3,3,1,1
36,15,3,2391,1,2348,Life,North,0,0,19.93,3,7,1,0
55,1,4,1330,0,0,Life,West,0,0,0.23,3,0,1,0
63,12,3,548,0,0,Life,South,1,0,3.13,3,7,1,0
65,3,2,4710,0,0,Life,South,1,0,25.74,3,7,1,0
61,11,1,1678,0,0,Health,South,2,1,2.54,4,0,0,1
32,2,3,3533,1,382,Health,South,3,0,6.41,1,8,0,1
24,16,3,570,2,1308,Auto,West,3,0,6.92,5,8,0,0
27,9,3,566,0,0,Home,North,0,0,18.01,5,5,1,0
30,15,2,2277,2,410,Auto,West,0,0,17.3,5,0,1,0
27,12,1,2728,3,4668,Health,West,1,0,8.68,5,6,1,0
30,1,3,2289,2,820,Life,North,0,0,6.23,4,6,1,0
60,13,2,1112,2,500,Auto,North,1,1,22.94,2,8,1,1
52,14,4,2386,0,0,Health,East,0,0,28.06,1,0,1,0
53,8,1,2122,0,0,Life,South,1,1,1.58,1,7,0,1
62,8,1,1196,0,0,Auto,North,0,0,4.0,3,7,1,0
33,12,1,1737,0,0,Health,West,0,1,19.26,3,6,1,0
29,1,3,2906,0,0,Life,South,0,0,24.13,5,5,0,0
29,11,1,748,1,353,Home,South,2,0,23.74,3,0,0,1
49,8,1,1137,0,0,Home,West,0,1,21.59,3,9,1,0
41,10,4,1449,0,0,Health,North,2,0,26.62,4,7,1,1
68,19,1,2404,1,990,Health,South,1,0,6.52,2,4,1,0
28,11,3,4087,0,0,Health,South,1,0,3.22,5,3,1,0
32,7,1,1611,1,2467,Auto,South,1,0,18.46,3,4,1,0
41,11,3,675,0,0,Life,South,1,0,24.67,3,4,0,0
37,17,2,1222,0,0,Health,South,0,0,17.46,5,9,1,0
25,1,4,4342,0,0,Home,West,0,1,28.89,4,2,0,1
27,8,4,4174,1,2816,Life,North,2,1,23.87,3,3,1,1
43,6,1,2447,1,1725,Home,North,1,1,21.02,4,3,0,1
47,18,1,1202,1,1145,Home,South,0,0,1.81,4,7,1,0
24,6,1,2628,0,0,Life,South,1,0,3.23,2,4,1,0
62,5,2,1426,1,2362,Auto,South,0,1,23.55,5,5,1,0
63,13,3,4733,0,0,Life,West,0,0,5.95,5,9,0,0
35,19,2,4004,2,3390,Auto,West,0,1,0.87,4,1,0,0
32,8,2,3017,3,6741,Auto,East,0,0,27.32,4,8,0,0
39,9,1,2897,1,1372,Life,South,0,0,26.72,5,7,0,0
33,17,3,1649,1,322,Auto,East,0,1,6.55,3,7,1,0
44,3,4,3880,0,0,Auto,East,0,1,23.41,5,9,1,0
33,19,1,2378,0,0,Health,East,0,1,1.44,4,4,1,0
34,11,2,1753,0,0,Life,North,0,1,8.55,3,4,1,0
46,17,1,1983,1,932,Life,East,0,1,18.71,4,2,0,0
66,19,2,809,1,2837,Health,South,0,0,22.9,3,1,1,0
40,2,2,4452,0,0,Home,West,0,1,0.31,2,8,1,0
67,8,1,3549,2,2294,Auto,South,0,1,9.79,4,5,1,0
57,19,2,2064,0,0,Health,West,0,1,6.43,4,7,1,0
66,7,1,2000,1,678,Health,North,1,0,29.96,4,3,1,1
29,17,2,515,2,2674,Life,North,0,1,20.13,2,4,1,0
50,6,2,1105,0,0,Life,South,0,0,12.17,3,9,1,0
53,19,1,1881,0,0,Health,North,0,0,2.27,4,4,1,0
65,6,3,3883,0,0,Health,West,0,0,17.96,5,9,1,0
39,2,2,1394,2,872,Health,North,1,0,19.25,5,3,0,1
27,6,1,2067,1,2723,Home,East,0,0,24.49,5,1,1,0
39,5,1,913,1,2154,Auto,East,0,1,8.66,2,5,0,0
40,19,3,4620,1,797,Auto,North,0,1,29.44,5,3,1,0
43,4,4,2504,2,3804,Life,South,0,0,13.18,2,3,1,0
58,17,1,815,0,0,Home,East,0,1,8.88,2,9,1,0
53,11,1,3555,1,2757,Auto,West,1,0,10.45,2,2,1,0
62,4,1,2349,2,728,Home,South,0,0,15.59,5,7,1,0
24,13,2,2453,1,2524,Health,North,0,0,28.1,2,5,0,0
49,17,1,888,0,0,Health,South,1,1,22.05,2,8,1,0
31,9,1,3269,0,0,Health,South,1,0,17.31,2,4,1,0
56,4,2,3546,2,680,Life,South,1,0,4.88,4,5,1,0
50,14,2,2915,0,0,Auto,South,0,0,4.48,5,8,0,0
36,19,1,2889,2,1772,Home,North,0,1,15.07,3,3,1,0
54,3,2,803,0,0,Life,North,0,1,21.86,3,9,1,0
28,14,2,1263,2,4476,Life,East,1,0,22.53,2,6,0,1
33,8,1,2473,1,1274,Auto,East,0,0,6.78,3,9,1,0
51,1,1,1315,1,1726,Life,West,0,1,3.0,2,9,0,0
42,10,3,1377,0,0,Auto,West,1,1,11.53,3,5,1,0
52,18,1,2826,2,4850,Auto,East,1,0,27.55,4,5,1,0
45,16,2,2929,1,1121,Health,East,0,1,16.36,3,5,1,0
41,8,4,2560,1,2790,Auto,South,2,1,9.6,5,3,1,0
58,1,1,4898,1,1541,Health,East,1,0,9.71,5,9,0,0
25,12,1,2079,1,1889,Home,West,0,0,3.96,2,5,1,0
49,8,2,4755,2,1126,Auto,East,2,0,14.2,1,6,0,1
65,16,3,2701,2,2556,Home,South,0,1,23.74,4,1,1,0
41,18,4,4097,1,1267,Life,West,1,0,29.06,2,8,0,1
45,4,2,1703,0,0,Life,North,1,0,15.05,3,6,1,0
53,6,1,2924,0,0,Life,East,0,1,5.02,3,2,1,0
62,12,2,4375,0,0,Health,North,0,1,20.49,5,9,1,0
57,9,2,3323,0,0,Home,West,2,0,22.7,4,9,1,1
55,15,2,3785,1,2895,Health,East,0,0,2.15,1,6,0,0
57,16,1,2563,0,0,Auto,North,0,0,25.5,1,9,1,0
23,12,1,2479,0,0,Health,East,0,1,24.88,2,9,1,0
36,14,3,4848,2,3412,Health,North,2,1,14.18,3,4,0,1
55,13,2,3631,1,817,Home,North,2,0,16.81,3,8,1,0
57,2,1,3592,2,1116,Health,West,0,0,21.4,5,5,1,0
27,3,1,4164,2,3082,Auto,East,2,1,20.3,3,6,0,1
60,10,3,2836,1,2182,Life,North,0,0,0.5,3,3,0,0
63,9,2,4114,0,0,Home,East,3,1,3.67,3,1,0,1
33,8,1,997,0,0,Health,East,0,0,4.88,1,3,0,0
24,10,1,4317,0,0,Auto,South,0,1,22.67,5,8,0,0
66,19,1,631,0,0,Life,West,0,0,13.2,2,2,1,0
39,3,4,1357,1,1263,Health,East,0,0,16.37,3,6,0,0
61,5,2,1020,0,0,Home,East,0,0,23.18,2,3,0,0
42,3,2,529,3,918,Home,East,1,1,10.23,3,2,0,1
